d_type,species,municipality,date,rot,lat,long,mean_temp_3m,mean_temp_1y,mean_temp_5y,min_temp,max_temp,humidity,soil_humidity,climate_risk_factor
Snø,dun-/vanlig bjørk,Sør-Fron,20.08.2013,No,61.568889,9.923333,0.0132199670872179,0.0132199670872179,0.0132199670872179,-2.068169959001118,3.434588147595979,81.09375,,
Storm,"gran, gråor",Gausdal,03.06.2020,No,61.276667,9.9225,4.854270923209658,4.854270923209658,4.854270923209658,,,,,
Honningsopper,sitkagran,Eigersund,16.06.1995,Yes,58.478333,6.063056,,,,,,,,
Snø,dun-/vanlig bjørk,Ål,02.06.2016,No,60.675556,8.576944,1.6799031476997577,1.6799031476997577,1.6799031476997577,,,,,
Honningsopper,gråor,Rauma,08.09.2020,Yes,62.504719,7.781939,,,,,,,,
"Annet / diverse, Honningsopper",ask,Asker,07.01.1976,Yes,59.7,10.5,,,,,,,,
Kjukeordenen,bøk,Hyllestad,03.02.1997,No,61.170833,5.293056,7.212619947659203,7.212619947659203,7.212619947659203,,10.721197411003228,83.12135922330097,,
Heggspinnmøll,hegg,Horten,10.06.2024,No,59.420831,10.432781,7.26796675191816,7.26796675191816,7.26796675191816,,,,,
Tyritoppsopp,berg-/buskfuru,Lillestrøm,19.06.1991,Yes,59.954,11.04,,,,,,,,
Honningsopper,ask,Horten,13.07.2023,Yes,59.420831,10.432781,7.319836272040305,7.319836272040305,7.319836272040305,,,,,
Toppråtesopp,furu,Midt-Telemark,15.10.1992,Yes,59.45,9.1,,,,,,,,
"Dobbeltøyet barkbille, Granbarkbille, Honningsopper, Liten granbarkbille, Tørke",gran,Ås,23.07.2007,Yes,59.660278,10.783611,,,,,,,,
Storm,gran,Søndre Land,14.09.2023,No,60.676944,10.278889,3.221015873015876,3.221015873015876,3.221015873015876,,,,,
Heggspinnmøll,hegg,Bærum,30.05.2024,No,59.8904,10.526,7.588712328767132,7.588712328767132,7.588712328767132,3.987205479452048,11.519041095890378,74.26794520547945,,
Tørke,gran,Snåase - Snåsa,25.06.2013,No,64.24606,12.38298,3.38116527256995,3.38116527256995,3.38116527256995,-0.8489916379734394,7.402459419576972,79.62575342465753,,
Almesjukesopp,alm,Bærum,02.09.1993,No,59.8904,10.526,6.890602739726034,6.890602739726034,6.890602739726034,3.5596164383561746,10.926575342465789,70.65424657534247,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",berg-/buskfuru,Asker,31.08.1989,Yes,59.7,10.5,,,,-8.75,32.8,,,
"Skader i ved (misfarging, råte)",gran,Gran,31.07.1986,Yes,60.441111,10.495556,,,,,,,,
Storm,gran,Holmestrand,20.09.2022,No,59.495281,10.248611,7.3019267822736,7.3019267822736,7.3019267822736,2.7520445062586933,11.940862308762185,74.11276948590381,,
Storm,dun-/vanlig bjørk,Brønnøy,24.07.2023,No,65.475833,12.400278,7.022767123287663,7.022767123287663,7.022767123287663,4.306349642660794,9.894557449147866,75.74246575342465,,
Jordras,hengebjørk,Drammen,04.07.2022,No,59.745361,10.205969,7.251995595926228,7.251995595926228,7.251995595926228,2.739221140472888,11.864311543810864,74.3731343283582,,
Tyritoppsopp,furu,Kragerø,09.06.1993,Yes,58.886944,9.346944,,,,,,,,
Snø,dun-/vanlig bjørk,Voss,06.08.2020,No,60.7025,6.423056,2.164187866927593,2.164187866927593,2.164187866927593,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",lawsonsypress,Kristiansand,14.08.1985,Yes,58.146722,7.995611,,,,,,,,
Honningsopper,gran,Bærum,09.05.1979,Yes,59.8904,10.526,5.83112328767124,5.83112328767124,5.83112328767124,2.4575342465753334,9.726684931506838,72.38082191780822,,
Honningsopper,"tuja, ukjent art",Fredrikstad,20.08.2008,Yes,59.216667,10.95,,,,,,,,
Snø,"furu, osp",Birkenes,12.07.2018,No,58.449444,8.233333,6.399150452178692,6.399150452178692,6.399150452178692,1.858807364660611,11.218191810937071,81.47835616438356,,
Bjørkerust,dun-/vanlig bjørk,Arendal,15.08.2013,No,58.466667,8.766667,7.67651411345575,7.67651411345575,7.67651411345575,5.850741839762613,10.295140949554888,79.71506849315068,,
Storm,dun-/vanlig bjørk,Snåase - Snåsa,12.08.2019,No,64.24606,12.38298,4.476767123287681,4.476767123287681,4.476767123287681,0.1511294765840236,8.5954820936639,77.11506849315069,,
Vanlig granbarrust,gran,Lillehammer,29.09.2022,No,61.11464,10.46743,5.162253289473689,5.162253289473689,5.162253289473689,1.3352472527472536,9.460439560439566,74.05595172792101,,
Hjortedyr,rogn,Hamarøy,02.08.2023,No,68.066667,15.766667,5.326367006487494,5.326367006487494,5.326367006487494,2.451551644279762,8.066929133858272,75.15940685820203,,
Tørke,furu,Stjørdal,11.07.2018,No,63.475,11.170833,2.9993894993894994,2.9993894993894994,2.9993894993894994,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",gran,Overhalla,13.11.1978,Yes,64.507778,11.893889,,,,,,,,
"Dobbeltøyet barkbille, Honningsopper, Tørke",gran,Nesodden,10.03.1993,Yes,59.808611,10.655556,6.933589041095894,6.933589041095894,6.933589041095894,3.6460821917808297,10.935945205479474,70.32602739726028,,
Honningsopper,ukjent,Indre Østfold,08.11.2013,Yes,59.582222,11.170278,,,,,,,,
"Snø, Toppråtesopp",gran,Elverum,03.05.1988,Yes,60.883333,11.566667,,,,,,,,
"Fjellbjørkmåler, Målere",fjellbjørk,Nordre Land,14.06.2008,No,60.834722,10.075278,3.209479452054788,3.209479452054788,3.209479452054788,-0.8976986301369861,8.098026315789474,78.25123422929238,,
Snø,furu,Nesbyen,07.07.2022,No,60.558333,9.101111,4.753589041095876,4.753589041095876,4.753589041095876,-0.3092602739726025,10.21821917808223,73.21917808219177,,
"Abiotiske skader, Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",gran,Midt-Telemark,11.10.1988,Yes,59.45,9.1,,,,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",furu,Sør-Aurdal,29.05.1986,Yes,60.696389,9.658889,,,,,,,,
Tørke,gran,Raarvihke - Røyrvik,24.07.2020,No,64.8838,13.56311,-0.0725776965265115,-0.0725776965265115,-0.0725776965265115,,,,,
Storm,hegg,Eidsvoll,04.09.2017,No,60.3475,11.250833,5.666796874999991,5.666796874999991,5.666796874999991,1.5105520273571051,10.25388373229114,80.73658536585366,,
Vanlig granbarrust,gran,Stjørdal,19.08.2016,No,63.475,11.170833,0.6976190476190459,0.6976190476190459,0.6976190476190459,,,,,
Storm,dun-/vanlig bjørk,Kvænangen,08.09.2017,No,69.894167,21.980278,0.0156701030927832,0.0156701030927832,0.0156701030927832,,,,,
Vanlig granbarrust,gran,Nore og Uvdal,11.07.2023,No,60.307222,8.805556,1.6112054794520627,1.6112054794520627,1.6112054794520627,-4.481008495478206,6.916767123287685,74.9413698630137,,
Storm,dun-/vanlig bjørk,Nord-Fron,15.07.2016,No,61.595556,9.748056,0.9500000000000004,0.9500000000000004,0.9500000000000004,,,,,
Bjørkerust,"bjørk, ukjent art",Ål,16.09.2014,No,60.675556,8.576944,-1.1165876777251185,-1.1165876777251185,-1.1165876777251185,,,,,
Heggspinnmøll,hegg,Bærum,01.06.2024,No,59.8904,10.526,7.593726027397269,7.593726027397269,7.593726027397269,3.99301369863013,11.523808219178049,74.2668493150685,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",berg-/buskfuru,Asker,28.03.1989,Yes,59.7,10.5,,,,-11.866666666666667,32.8,,,
Heggspinnmøll,hegg,Bergen,06.06.2024,No,60.3925,5.323333,7.46573170731707,7.46573170731707,7.46573170731707,,,,,
Rotkjuke,contorta-/vrifuru,Rendalen,01.08.1976,Yes,61.859444,11.176111,,,,,,,,
Rotkjuke,furu,Kongsberg,03.01.1984,Yes,59.665,9.646389,,,,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",gran,Halden,27.05.1981,Yes,59.126389,11.482778,,,,,,,,
"Hjort, Insekter og andre dyr",alm,Fjord,27.03.2018,No,62.30369,7.2578,4.238975817923186,4.238975817923186,4.238975817923186,,,,,
Snø,dun-/vanlig bjørk,Etnedal,26.07.2023,No,60.967222,9.653611,2.465835616438353,2.465835616438353,2.465835616438353,,,74.63411958310478,,
"Visning, avdøing, toppavdøing, skogdød",bartrær,Vestby,15.07.2021,No,59.575,10.731944,6.956245487364629,6.956245487364629,6.956245487364629,,,,,
Snø,dun-/vanlig bjørk,Nore og Uvdal,07.06.2019,No,60.307222,8.805556,1.651315068493148,1.651315068493148,1.651315068493148,-4.138535381239709,6.87685134393859,75.30356164383562,,
"Honningsopper, Næringsmangel, Tørke, Visning, avdøing, toppavdøing, skogdød",gran,Nannestad,04.11.1992,Yes,60.245556,10.952778,,,,,,,,
Målere,dun-/vanlig bjørk,Tromsø,24.06.2018,No,69.64961,18.95701,3.351671232876714,3.351671232876714,3.351671232876714,-0.0807342060330105,6.99621513944223,,,
Storm,dun-/vanlig bjørk,Namsskogan,14.09.2023,No,64.871944,12.976389,4.156990131578952,4.156990131578952,4.156990131578952,-0.2328125000000004,8.331250000000015,79.32767123287671,,
Storm,furu,Øvre Eiker,04.09.2023,No,59.771944,9.836111,6.707068223724642,6.707068223724642,6.707068223724642,,,,,
Snø,dun-/vanlig bjørk,Tynset,13.07.2018,No,62.275278,10.8325,2.158705785577185,2.158705785577185,2.158705785577185,-3.2679077521533784,7.260355852098961,77.77521929824562,,
Storm,dun-/vanlig bjørk,Tynset,31.08.2021,No,62.275278,10.8325,1.958109589041095,1.958109589041095,1.958109589041095,-3.6751780821917945,7.349534246575335,76.24383561643836,,
Vanlig granbarrust,gran,Risør,17.08.2017,No,58.724722,9.23,6.577144423129631,6.577144423129631,6.577144423129631,2.3022252747252776,11.311978021978025,77.15945205479451,,
Honningsopper,dun-/vanlig bjørk,Fjord,25.08.2013,Yes,62.30369,7.2578,,,,,,,,
Snø,gran,Tinn,07.06.2023,No,60.009167,8.559444,2.9175342465753427,2.9175342465753427,2.9175342465753427,-0.0457126948775046,6.142037861915348,73.3404605263158,,
Frost,gran,Nordre Land,05.08.2013,No,60.834722,10.075278,2.513390501319265,2.513390501319265,2.513390501319265,-1.487607119314435,7.264930784442984,80.33903884134298,,
Tyritoppsopp,furu,Alvdal,01.09.2012,Yes,62.109378,10.634422,,,,,,,,
Heggspinnmøll,hegg,Asker,27.05.2024,No,59.7,10.5,7.119185246352886,7.119185246352886,7.119185246352886,2.725744503200663,11.610687447815256,74.3091814159292,,
"Honningsopper, Visning, avdøing, toppavdøing, skogdød",gran,Lierne,30.08.1976,Yes,64.358889,13.642222,,,,,,,,
Vanlig granbarrust,gran,Tinn,07.06.2018,No,60.009167,8.559444,1.3901435406698586,1.3901435406698586,1.3901435406698586,-1.394162679425837,4.678660287081345,73.87189292543022,,
Vanlig granbarrust,gran,Kongsberg,14.09.2017,No,59.665,9.646389,11.16821705426357,11.16821705426357,11.16821705426357,,,,,
"Honningsopper, Rotkjuke",gran,Gran,03.06.2018,Yes,60.441111,10.495556,,,,,,,,
Målere,dun-/vanlig bjørk,Ringerike,24.08.2017,No,60.205281,10.1525,7.181751824817519,7.181751824817519,7.181751824817519,,,,,
Storm,gran,Nord-Aurdal,21.09.2016,No,60.959722,9.264167,1.8197314332693857,1.8197314332693857,1.8197314332693857,,,75.62849315068493,,
"Skader på rot eller stubbe, rotavdøing",ukjent,Bergen,30.05.1985,Yes,60.3925,5.323333,,,,,,,,
Storm,gran,Nordre Land,14.09.2022,No,60.834722,10.075278,3.629397260273964,3.629397260273964,3.629397260273964,-1.1359588087948806,8.137962705260236,79.41460735859418,,
Målere,dun-/vanlig bjørk,Målselv,09.08.2021,No,68.975,19.064444,3.124186343331203,3.124186343331203,3.124186343331203,,,,,
Tyritoppsopp,furu,Bærum,22.05.2022,Yes,59.8904,10.526,7.697205479452055,7.697205479452055,7.697205479452055,4.010191780821897,11.678465753424687,72.82575342465753,,
Snø,dun-/vanlig bjørk,Nord-Fron,24.09.2018,No,61.595556,9.748056,3.870149253731341,3.870149253731341,3.870149253731341,,,,,
Vanlig granbarrust,gran,Rendalen,03.07.2017,No,61.859444,11.176111,-0.3444915254237272,-0.3444915254237272,-0.3444915254237272,,,,,
Storm,dun-/vanlig bjørk,Hustadvika,06.09.2013,No,62.916796,7.22763,6.551658897724146,6.551658897724146,6.551658897724146,3.734123749536877,10.43986661726567,76.20328767123287,,
Tyritoppsopp,furu,Midt-Telemark,15.10.1992,Yes,59.45,9.1,,,,,,,,
"Skader i ved (misfarging, råte)",dun-/vanlig bjørk,Ålesund,25.01.1994,Yes,62.471239,6.154239,,,,,,,,
Tørke,gran,Ål,02.06.2020,No,60.675556,8.576944,3.584123025768913,3.584123025768913,3.584123025768913,,,,,
Toppråtesopp,sibiredelgran,Nordre Land,08.01.1996,Yes,60.834722,10.075278,1.926821917808223,1.926821917808223,1.926821917808223,-2.0723287671232824,6.880876712328773,78.55780821917809,,
Snø,osp,Bygland,15.07.2021,No,58.824444,7.801944,7.342602739726046,7.342602739726046,7.342602739726046,4.111808219178088,11.370164383561653,75.93753424657534,,
Storm,dun-/vanlig bjørk,Nore og Uvdal,01.10.2015,No,60.307222,8.805556,0.957467799397094,0.957467799397094,0.957467799397094,-4.035103926097,6.564867205542702,76.29808219178082,,
Tyritoppsopp,furu,Kvænangen,04.07.2021,Yes,69.894167,21.980278,0.7550990462215696,0.7550990462215696,0.7550990462215696,,,,,
"Furustokkjuke, Gulrandkjuke",furu,Lom,21.08.1981,Yes,61.8386,8.5674,,,,,,,,
Storm,gran,Engerdal,08.06.2017,No,61.883333,12.033333,1.515291860783772,1.515291860783772,1.515291860783772,-3.72706270627064,6.311743674367436,78.96109589041096,,
Rognerustsopp,rogn,Dovre,02.08.2016,No,62.035,9.4675,1.2081406551059708,1.2081406551059708,1.2081406551059708,-2.433333333333336,4.942315270935968,76.75865384615385,,
Snø,dun-/vanlig bjørk,Rendalen,02.09.2014,No,61.859444,11.176111,-0.5892376681614331,-0.5892376681614331,-0.5892376681614331,,,,,
Frosttørke,"einer, furu, gran",Fjaler,22.05.2014,No,61.306111,5.463333,4.17927927927928,4.17927927927928,4.17927927927928,,,,,
Tørke,gran,Tinn,24.07.2022,No,60.009167,8.559444,2.860849315068496,2.860849315068496,2.860849315068496,-0.0780623608017815,6.067761692650322,73.16447368421052,,
Rotkjuke,furu,Tingvoll,23.01.1985,Yes,62.9,8.2,,,,,,,,
Liten høstmåler,"blåbær, dvergbjørk, fjellbjørk, krekling, vier/pil, ukjent art",Tana,15.07.2018,No,70.196389,28.186669,0.7801041381200358,0.7801041381200358,0.7801041381200358,-3.4728966840230164,4.765360372704869,78.44164383561643,,
"Honningsopper, Tørke",gran,Nannestad,07.11.2008,Yes,60.245556,10.952778,,,,,,,,
Snø,dun-/vanlig bjørk,Målselv,15.08.2017,No,68.975,19.064444,0.5185185185185196,0.5185185185185196,0.5185185185185196,,,,,
Honningsopper,dun-/vanlig bjørk,Rødøy,30.06.2019,Yes,66.583333,13.35,,,,,,,,
Honningsopper,gran,Ringerike,18.12.1989,Yes,60.205281,10.1525,,,,,,,,
Storm,rogn,Melhus,31.08.2020,No,63.166667,10.3,5.697608274078862,5.697608274078862,5.697608274078862,,,,,
Snø,gran,Nordre Land,05.07.2021,No,60.834722,10.075278,3.4692054794520497,3.4692054794520497,3.4692054794520497,-1.1888004391984626,7.938676914630782,80.27127951674903,,
Snø,gran,Lillehammer,09.08.2019,No,61.11464,10.46743,4.905100082259395,4.905100082259395,4.905100082259395,1.2480076944215486,9.10261060730972,75.70246575342466,,
Tyritoppsopp,furu,Folldal,31.08.2012,Yes,62.199167,10.035278,,,,,,,,
Målere,dun-/vanlig bjørk,Orkland,14.07.2022,No,63.3067,9.8502,7.194847328244275,7.194847328244275,7.194847328244275,,,,,
Storm,dun-/vanlig bjørk,Rana,09.06.2022,No,66.366667,14.333333,3.567580910586945,3.567580910586945,3.567580910586945,-0.6277840269966266,7.6789532920652865,76.8547149122807,,
Snø,dun-/vanlig bjørk,Sunnfjord,27.06.2023,No,61.4522,5.8572,6.563113264688074,6.563113264688074,6.563113264688074,,,,,
Honningsopper,gran,Asker,20.01.1989,Yes,59.7,10.5,,,,-11.866666666666667,32.8,,,
"Abiotiske skader, Skader på rot eller stubbe, rotavdøing",berg-/buskfuru,Asker,01.12.1988,Yes,59.7,10.5,,,,-11.866666666666667,32.8,,,
"Rotkjuke, Skader på rot eller stubbe, rotavdøing",gran,Steinkjer,29.11.1989,Yes,64.013056,11.496944,,,,,,,,
Honningsopper,"bjørk, ukjent art",Ringerike,16.10.2013,Yes,60.205281,10.1525,,,,,,,,
"Abiotiske skader, Skader på rot eller stubbe, rotavdøing",gran,Namsskogan,10.07.1986,Yes,64.871944,12.976389,,,,,,,,
Tyritoppsopp,berg-/buskfuru,Lillestrøm,19.06.1991,Yes,59.954,11.04,,,,,,,,
"Skader på rot eller stubbe, rotavdøing",fjelledelgran,Suldal,28.10.1994,Yes,59.468333,6.499722,,,,,,,,
Heggspinnmøll,hegg,Bergen,30.05.2024,No,60.3925,5.323333,7.468475609756093,7.468475609756093,7.468475609756093,,,,,
Snø,dun-/vanlig bjørk,Sirdal,03.10.2022,No,58.861944,6.813333,5.343342036553524,5.343342036553524,5.343342036553524,,,,,
Vanlig granbarrust,gran,Åmot,17.07.2014,No,59.893056,9.926389,6.031405864620446,6.031405864620446,6.031405864620446,2.4120780939775046,11.155956320317678,73.63651315789474,,
Målere,dun-/vanlig bjørk,Suortá - Sortland,13.07.2015,No,68.695833,15.413056,5.23499433748584,5.23499433748584,5.23499433748584,2.363273195876287,8.2367637540453,73.85118376550169,,
Snø,dun-/vanlig bjørk,Tolga,28.07.2021,No,62.401389,11.022222,1.5914110429447854,1.5914110429447854,1.5914110429447854,,,,,
"Honningsopper, Skader i bark og vekstlag",sitkagran,Eigersund,08.11.2024,Yes,58.478333,6.063056,7.510700828937444,7.510700828937444,7.510700828937444,,,,,
Storm,osp,Vinje,07.06.2023,No,59.801389,7.779167,0.0955330227459582,0.0955330227459582,0.0955330227459582,-1.7304924800943662,2.9959598938366363,,,
Tyritoppsopp,furu,Lesja,11.11.2005,Yes,62.210556,8.644722,,,,,,,,
Vanlig granbarrust,gran,Tynset,20.07.2014,No,62.275278,10.8325,1.021387441732931,1.021387441732931,1.021387441732931,-3.783316749585391,6.349071001990699,77.92931506849315,,
"Oversvømmelse, oksygenmangel, drukning",gråor,Surnadal,20.09.2023,No,62.9475,8.77,4.948929889298892,4.948929889298892,4.948929889298892,,,,,
Vanlig granbarrust,gran,Skien,27.08.2014,No,59.208061,9.552781,7.830294906166221,7.830294906166221,7.830294906166221,2.4394190871369297,11.540498442367603,73.37918871252205,,
Storm,gran,Orkland,28.06.2022,No,63.3067,9.8502,7.17774234693878,7.17774234693878,7.17774234693878,,,,,
Toppråtesopp,gran,Fuosko - Fauske,02.05.1988,Yes,67.258889,15.391667,,,,,,,,
Snø,"gran, gråor",Gausdal,03.06.2020,No,61.276667,9.9225,4.854270923209658,4.854270923209658,4.854270923209658,,,,,
Hjortedyr,rogn,Notodden,09.06.2021,No,59.559328,9.259292,1.775274122807022,1.775274122807022,1.775274122807022,-0.3965025181869045,4.665874125874139,,,
Tyritoppsopp,furu,Balsfjord,23.06.2011,Yes,69.304722,19.203611,,,,,,,,
Honningsopper,gran,Tønsberg,22.11.1989,Yes,59.298056,10.423611,,,,,,,,
Honningsopper,gran,Tønsberg,07.02.1990,Yes,59.298056,10.423611,,,,,,,,
Tyritoppsopp,furu,Kristiansand,30.05.2004,Yes,58.146722,7.995611,,,,,,,,
Vanlig granbarrust,gran,Åmot,11.09.2015,No,59.893056,9.926389,6.5956974513565285,6.5956974513565285,6.5956974513565285,2.9505229517722293,11.763277164439325,74.79879385964912,,
Askeskuddbeger,ask,Asker,03.06.2008,No,59.7,10.5,6.460243407707903,6.460243407707903,6.460243407707903,2.3711340206185563,10.900057273768608,74.02187679907887,,
"Skader på rot eller stubbe, rotavdøing",fjelledelgran,Froland,05.11.1998,Yes,58.583056,8.572222,,,,,,,,
"Granbarkbille, Liten granbarkbille","bartrær, gran",Ringsaker,30.05.2020,No,61.024167,10.801944,5.561086375779158,5.561086375779158,5.561086375779158,,,,,
"Skader på rot eller stubbe, rotavdøing","sypress, ukjent art",Stavanger,18.07.1988,Yes,58.97,5.731389,,,,,,,,
"Skader i ved (misfarging, råte)",nobelgran,Sandnes,04.01.1995,Yes,58.845,5.829444,,,,,,,,
Snø,furu,Samnanger,22.07.2020,No,60.402778,5.805556,7.963823529411774,7.963823529411774,7.963823529411774,,,,,
Snø,"dun-/vanlig bjørk, osp",Brønnøy,24.06.2021,No,65.475833,12.400278,6.78262537681556,6.78262537681556,6.78262537681556,4.0724800878879375,9.69420488876678,75.94630136986301,,
"Rotkjuke, Skader på rot eller stubbe, rotavdøing",gran,Halden,08.01.1987,Yes,59.126389,11.482778,,,,,,,,
Askeskuddbeger,ask,Askvoll,22.06.2012,No,61.405833,5.242222,7.578865131578956,7.578865131578956,7.578865131578956,5.029733275032783,10.771272409269756,75.62520547945205,,
Storm,alm,Seljord,05.08.2015,No,59.513333,8.648889,2.5819126819126788,2.5819126819126788,2.5819126819126788,-0.2597416576964472,4.34407327586207,,,
"Honningsopper, Lokkrust",gran,Øvre Eiker,08.07.1991,Yes,59.771944,9.836111,,,,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",gran,Verdal,07.11.1985,Yes,63.792222,11.481667,,,,,,,,
Snø,dun-/vanlig bjørk,Søndre Land,11.10.2022,No,60.676944,10.278889,3.589111241907008,3.589111241907008,3.589111241907008,,,,,
Furustokkjuke,furu,Tønsberg,07.08.1992,Yes,59.298056,10.423611,,,,,,,,
Hjortedyr,rogn,Vinje,18.09.2020,No,59.801389,7.779167,-0.0751129648939852,-0.0751129648939852,-0.0751129648939852,-1.8471390678287207,2.8352785145888624,,,
Snø,gran,Ringsaker,19.06.2020,No,61.024167,10.801944,5.757480314960626,5.757480314960626,5.757480314960626,,,,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing, Vår- og sommerfrost","gran, nordmannsedelgran",Froland,28.08.1986,Yes,58.583056,8.572222,,,,,,,,
Tyritoppsopp,furu,Evje og Hornnes,02.07.2019,Yes,58.5925,7.812219,,,,,,,,
Snø,dun-/vanlig bjørk,Nannestad,26.07.2021,No,60.245556,10.952778,4.231054687499998,4.231054687499998,4.231054687499998,,,,,
"Frosttørke, Tørke","furu, gran",Åfjord,16.07.2014,No,63.977778,10.385556,5.827342465753431,5.827342465753431,5.827342465753431,2.6544731610337995,10.155897945659348,76.27342465753425,,
Storm,gran,Jevnaker,22.09.2023,No,60.238889,10.393056,4.590523690773071,4.590523690773071,4.590523690773071,,,,,
Bjørkerust,dun-/vanlig bjørk,Karasjok,20.08.2018,No,69.47223,25.51885,-0.6074794520547985,-0.6074794520547985,-0.6074794520547985,-5.715165745856343,4.017559359469913,77.43506849315068,,
"Oversvømmelse, oksygenmangel, drukning",gran,Nordre Land,31.07.2018,No,60.834722,10.075278,3.3418400234397923,3.3418400234397923,3.3418400234397923,-1.216858237547887,7.897465369879161,80.99480326651819,,
Storm,gran,Midtre Gauldal,28.09.2022,No,62.921111,10.500556,4.50533333333333,4.50533333333333,4.50533333333333,,,,,
Snø,"furu, gran",Lindesnes,19.06.2019,No,58.104167,7.288889,8.72002743484224,8.72002743484224,8.72002743484224,5.805050782322292,11.783035959374129,78.42027397260274,,
Målere,dun-/vanlig bjørk,Storfjord,23.07.2019,No,69.278611,20.286667,3.29213483146067,3.29213483146067,3.29213483146067,-0.6890655509065545,7.144769874477004,72.39890410958904,,
