d_type,species,municipality,date,rot,lat,long,mean_temp_3m,mean_temp_1y,mean_temp_5y,min_temp,max_temp,humidity,soil_humidity,climate_risk_factor
Snø,dun-/vanlig bjørk,Målselv,09.06.2022,No,68.975,19.064444,2.808596713021488,2.808596713021488,2.808596713021488,,,,,
Honningsopper,gran,Enebakk,19.09.2023,Yes,59.763889,11.144444,,,,,,,,
Snø,furu,Fjaler,13.06.2018,No,61.306111,5.463333,6.702782324058911,6.702782324058911,6.702782324058911,,,,,
Liten høstmåler,dun-/vanlig bjørk,Gamvik,26.07.2016,No,70.916667,28.05,3.006388812722776,3.006388812722776,3.006388812722776,0.1643870601589092,5.239585698070375,77.29753424657534,,
Bjørkerust,dun-/vanlig bjørk,Risør,17.08.2017,No,58.724722,9.23,6.577144423129631,6.577144423129631,6.577144423129631,2.3022252747252776,11.311978021978025,77.15945205479451,,
"Honningsopper, Ukjente eller komplekse årsaker",furu,Stad,22.08.1996,Yes,62.104444,5.297222,,,,,,,,
"Skader på rot eller stubbe, rotavdøing",fjelledelgran,Færder,18.05.2005,Yes,59.22,10.41,,,,,,,,
Frost,furu,Fuosko - Fauske,21.06.2018,No,67.258889,15.391667,4.978586497890283,4.978586497890283,4.978586497890283,,,,,
Snø,gråor,Trysil,15.05.2023,No,61.31,12.315,0.7840549417736623,0.7840549417736623,0.7840549417736623,-1.732413583990296,3.4776228016980038,83.19808497905446,,
Målere,dun-/vanlig bjørk,Kvænangen,09.07.2015,No,69.894167,21.980278,5.749230769230768,5.749230769230768,5.749230769230768,,,,,
Snø,dun-/vanlig bjørk,Lierne,17.09.2020,No,64.358889,13.642222,2.8185815602836874,2.8185815602836874,2.8185815602836874,-0.6504249291784688,6.197163120567378,80.29745042492918,,
"Skader i planteskoler, Skader på rot eller stubbe, rotavdøing",einer,Sandnes,21.05.1985,Yes,58.845,5.829444,,,,,,,,
Snø,gran,Snåase - Snåsa,24.06.2013,No,64.24606,12.38298,3.375540813383333,3.375540813383333,3.375540813383333,-0.8570374015748042,7.389074803149598,79.6372602739726,,
Snø,gran,Nord-Aurdal,23.08.2018,No,60.959722,9.264167,2.284786184210524,2.284786184210524,2.284786184210524,,,75.04438356164384,,
Snø,gran,Åmot,04.06.2018,No,59.893056,9.926389,7.34526027397259,7.34526027397259,7.34526027397259,3.207452054794515,11.904520547945197,76.2986301369863,,
Tørke,gran,Eidsvoll,30.05.2016,No,60.3475,11.250833,3.930249110320284,3.930249110320284,3.930249110320284,-0.0707925200356166,8.303739982190562,81.98934280639432,,
Storm,gran,Voss,12.07.2022,No,60.7025,6.423056,2.9328683035714325,2.9328683035714325,2.9328683035714325,,,,,
"Skader på rot eller stubbe, rotavdøing, Ukjent/kompleks årsak av klimatisk art","furu, gran",Tydal,13.07.1993,Yes,63.018333,11.815,,,,,,,,
Snø,furu,Skien,26.05.2020,No,59.208061,9.552781,7.424698464912296,7.424698464912296,7.424698464912296,2.836312692630983,11.835275987671585,74.78191780821918,,
Tørke,hassel,Kvam,10.08.2016,No,60.37,6.143889,4.89893121403125,4.89893121403125,4.89893121403125,1.8567850261491865,8.384503165428008,79.41643835616438,,
"Skader på  blad/nåler, skudd, knopper, Skader på rot eller stubbe, rotavdøing","furu, ukjent art",Storfjord,01.06.2012,Yes,69.278611,20.286667,3.051616438356177,3.051616438356177,3.051616438356177,-0.970141969831411,7.21774622892637,70.02027397260274,,
Storm,furu,Engerdal,04.06.2019,No,61.883333,12.033333,1.6796874999999984,1.6796874999999984,1.6796874999999984,-3.8389254385964886,6.572889254385935,79.20712328767124,,
Storm,dun-/vanlig bjørk,Vinje,12.06.2023,No,59.801389,7.779167,0.089038092628117,0.089038092628117,0.089038092628117,-1.737452079032732,2.990592745502809,,,
Snø,dun-/vanlig bjørk,Samnanger,08.06.2018,No,60.402778,5.805556,7.416066481994463,7.416066481994463,7.416066481994463,,,,,
Snø,dun-/vanlig bjørk,Storfjord,06.08.2021,No,69.278611,20.286667,3.194226010448167,3.194226010448167,3.194226010448167,-1.4498952409458266,6.466716551930572,72.1170973062122,,
Tyritoppsopp,furu,Asker,25.06.1993,Yes,59.7,10.5,,,,-6.825,22.7875,,,
Snø,dun-/vanlig bjørk,Ringebu,20.08.2018,No,61.535556,10.308056,1.2368926708756525,1.2368926708756525,1.2368926708756525,-1.295594347464672,4.200415512465378,79.33150684931506,,
Heggspinnmøll,hegg,Sør-Odal,01.06.2024,No,60.236667,11.745556,5.902657534246585,5.902657534246585,5.902657534246585,1.1552152557064503,10.38151891423621,80.90027397260273,,
"Skader på rot eller stubbe, rotavdøing, Tørke",gran,Kristiansand,14.10.1996,Yes,58.146722,7.995611,,,,,,,,
"Skader i ved (misfarging, råte)",furu,Evje og Hornnes,06.11.1980,Yes,58.5925,7.812219,,,,,,,,
Tyritoppsopp,furu,Kristiansand,31.05.1999,Yes,58.146722,7.995611,,,,,,,,
Storm,gran,Porsgrunn,09.09.2014,No,59.1419,9.6568,7.967423580786032,7.967423580786032,7.967423580786032,2.617777777777779,11.72457027300303,73.46034482758621,,
Vanlig granbarrust,gran,Notodden,18.07.2014,No,59.559328,9.259292,2.8099087353324625,2.8099087353324625,2.8099087353324625,-1.891239316239316,2.5427350427350404,,,
Snø,dun-/vanlig bjørk,Ringsaker,28.06.2023,No,61.024167,10.801944,6.325794621026906,6.325794621026906,6.325794621026906,,,,,
Heggspinnmøll,hegg,Bærum,09.06.2024,No,59.8904,10.526,7.597534246575345,7.597534246575345,7.597534246575345,3.99260273972602,11.525780821917769,74.23068493150684,,
Toppråtesopp,gran,Eidskog,30.07.1987,Yes,59.998056,12.060556,,,,,,,,
Storm,dun-/vanlig bjørk,Tromsø,07.08.2019,No,69.64961,18.95701,3.277387212842513,3.277387212842513,3.277387212842513,-0.3981438515081206,6.588685813751107,,,
Snø,"dun-/vanlig bjørk, gran",Krødsherad,24.08.2020,No,60.195,9.664444,5.929078014184399,5.929078014184399,5.929078014184399,,,,,
Heggspinnmøll,hegg,Bærum,02.06.2024,No,59.8904,10.526,7.5976712328767215,7.5976712328767215,7.5976712328767215,3.995808219178076,11.528356164383528,74.25753424657535,,
"Barkbiller, Granbarkbille",gran,Tønsberg,12.07.2021,No,59.298056,10.423611,6.519732937685465,6.519732937685465,6.519732937685465,,,,,
Snø,gran,Åmot,04.09.2015,No,59.893056,9.926389,6.59813647574677,6.59813647574677,6.59813647574677,2.946550218340613,11.742852983988382,74.7889254385965,,
Målere,dun-/vanlig bjørk,Porsanger,28.08.2021,No,70.05214,24.95594,2.112112907645929,2.112112907645929,2.112112907645929,-1.669078404401654,5.767134213421344,75.05643835616438,,
Rotmorkel,bartrær,Elverum,14.09.1977,Yes,60.883333,11.566667,,,,,,,,
"Honningsopper, Hymeniesopper",bartrær,Steinkjer,27.06.1986,Yes,64.013056,11.496944,,,,,,,,
Toppråtesopp,gran,Vestnes,11.12.1997,Yes,62.584444,7.018333,,,,,,,,
"Abiotiske skader, Skader i ved (misfarging, råte)",gran,Midt-Telemark,05.06.1985,Yes,59.45,9.1,,,,,,,,
"Oversvømmelse, oksygenmangel, drukning",gran,Hole,30.07.2013,No,60.047778,10.291111,-15.034523809523805,-15.034523809523805,-15.034523809523805,,,,,
Honningsopper,"eik, ukjent art",Kristiansand,16.06.2003,Yes,58.146722,7.995611,,,,,,,,
Mjøldoggfamilien,spisslønn,Holmestrand,08.09.2013,No,59.495281,10.248611,5.858225762153244,5.858225762153244,5.858225762153244,2.2517730496453896,10.713251213139245,76.50794520547946,,
Målere,dun-/vanlig bjørk,Ål,14.07.2017,No,60.675556,8.576944,2.6254940711462456,2.6254940711462456,2.6254940711462456,,,,,
Honningsopper,"eik, ukjent art",Tvedestrand,24.03.2003,Yes,58.621944,8.931389,,,,,,,,
Storm,rogn,Øyer,19.07.2021,No,60.353,11.64,5.977095890410955,5.977095890410955,5.977095890410955,1.5462978254885769,10.637469050894085,79.90575342465753,,
Rotkjuke,gran,Vestre Toten,12.09.1991,Yes,60.679167,10.615833,,,,,,,,
"Furubarskålrustsopp, Honningsopper",furu,Sarpsborg,28.05.1990,Yes,59.290561,11.202781,,,,,,,,
Honningsopper,berg-/buskfuru,Sandnes,02.05.1978,Yes,58.845,5.829444,,,,,,,,
Heggspinnmøll,hegg,Ringsaker,06.06.2024,No,61.024167,10.801944,6.160135970333753,6.160135970333753,6.160135970333753,,,,,
Almesjukesopp,"alm, ukjent art",Arendal,10.07.2024,No,58.466667,8.766667,8.915949575226087,8.915949575226087,8.915949575226087,6.641013698630127,11.279506849315064,78.86246575342466,,
Askeskuddbeger,ask,Froland,18.06.2012,No,58.583056,8.572222,3.556024096385541,3.556024096385541,3.556024096385541,-1.6099099099099117,8.766966966966969,76.2603550295858,,
Vanlig granbarrust,gran,Hamar,03.06.2014,No,60.79451,11.0783,4.122110552763814,4.122110552763814,4.122110552763814,-0.7447424892703874,8.227575107296143,77.33397683397683,,
Almesjukesopp,alm,Bærum,22.07.1993,No,59.8904,10.526,6.924410958904124,6.924410958904124,6.924410958904124,3.595561643835625,10.956054794520588,70.49753424657534,,
"Visning, avdøing, toppavdøing, skogdød","gran, gran, ukjent art",Notodden,11.07.2017,No,59.559328,9.259292,2.0825446898002054,2.0825446898002054,2.0825446898002054,-0.5944542253521118,4.238837516512539,,,
Storm,dun-/vanlig bjørk,Nore og Uvdal,22.08.2013,No,60.307222,8.805556,0.0987931980252326,0.0987931980252326,0.0987931980252326,-5.082420429311628,5.818504811250919,77.03342465753424,,
Seljetjæreflekk,"vier/pil, ukjent art",Asker,09.09.2013,No,59.7,10.5,5.8600384509749945,5.8600384509749945,5.8600384509749945,2.254589552238805,10.720186567164191,76.5013698630137,,
Hjortedyr,selje,Rana,18.07.2017,No,66.366667,14.333333,3.636954732510293,3.636954732510293,3.636954732510293,-0.143125701459035,7.435259467040669,76.6059275521405,,
Hjortedyr,contorta-/vrifuru,Holmestrand,18.05.2020,No,59.495281,10.248611,7.076259983475617,7.076259983475617,7.076259983475617,2.6885277777777765,11.71413888888891,75.17965726920951,,
Almesjukesopp,alm,Bærum,04.09.1991,No,59.8904,10.526,6.39671232876713,6.39671232876713,6.39671232876713,3.203671232876708,10.311561643835631,69.02356164383562,,
Bjørkerust,dun-/vanlig bjørk,Storfjord,30.08.2013,No,69.278611,20.286667,2.904082191780817,2.904082191780817,2.904082191780817,-0.8745750184774632,7.372690317812273,71.63068493150685,,
Snø,gran,Rollag,12.08.2022,No,59.983889,9.295281,5.60532786885246,5.60532786885246,5.60532786885246,,,,,
Fjellbjørkmåler,fjellbjørk,Ål,04.07.2016,No,60.675556,8.576944,1.6799031476997577,1.6799031476997577,1.6799031476997577,,,,,
Snø,dun-/vanlig bjørk,Trysil,14.07.2023,No,61.31,12.315,1.109656961660419,1.109656961660419,1.109656961660419,-1.4476301930953777,3.8823873610298447,82.63835932986713,,
Storm,dun-/vanlig bjørk,Kvænangen,26.06.2023,No,69.894167,21.980278,1.794189189189189,1.794189189189189,1.794189189189189,,,,,
Vanlig granbarrust,gran,Rendalen,28.08.2015,No,61.859444,11.176111,-0.5892376681614331,-0.5892376681614331,-0.5892376681614331,,,,,
Snø,furu,Bjørnafjorden,05.08.2022,No,60.2,5.7,7.845185185185176,7.845185185185176,7.845185185185176,,,,,
Snø,gran,Birkenes,21.08.2019,No,58.449444,8.233333,6.260767123287669,6.260767123287669,6.260767123287669,1.6477091906721515,11.128148148148163,81.2558904109589,,
Almesjukesopp,alm,Bærum,16.07.1993,No,59.8904,10.526,6.931178082191796,6.931178082191796,6.931178082191796,3.603068493150693,10.964493150684968,70.48164383561644,,
"Skader i ved (misfarging, råte)","bjørk, ukjent art",Bærum,01.08.1989,Yes,59.8904,10.526,5.589890410958914,5.589890410958914,5.589890410958914,2.411999999999997,9.440054794520544,69.12438356164384,,
Storm,gran,Rennebu,21.06.2023,No,62.830833,9.874444,5.284095063985369,5.284095063985369,5.284095063985369,,,,,
Heggspinnmøll,ukjent,Asker,06.06.2007,No,59.7,10.5,6.262825688073398,6.262825688073398,6.262825688073398,2.16240057845264,10.754124457308253,74.41266375545851,,
Heggspinnmøll,hegg,Bærum,05.06.2024,No,59.8904,10.526,7.604383561643843,7.604383561643843,7.604383561643843,4.001068493150678,11.530821917808185,74.22849315068493,,
Målere,dun-/vanlig bjørk,Oppdal,12.07.2017,No,62.566667,9.6,4.408298755186721,4.408298755186721,4.408298755186721,,,,,
Tyritoppsopp,furu,Engerdal,18.08.2005,Yes,61.883333,12.033333,0.4551286570320773,0.4551286570320773,0.4551286570320773,-4.675285628382442,5.661274804570059,76.12417516496701,,
"Skader på rot eller stubbe, rotavdøing","gran, ukjent art",Rauma,26.10.1993,Yes,62.504719,7.781939,,,,,,,,
Snø,dun-/vanlig bjørk,Rendalen,25.07.2022,No,61.859444,11.176111,2.54724742891712,2.54724742891712,2.54724742891712,,,,,
"Skader på rot eller stubbe, rotavdøing",gran,Kristiansand,10.08.1998,Yes,58.146722,7.995611,,,,,,,,
Målere,dun-/vanlig bjørk,Kvænangen,06.09.2018,No,69.894167,21.980278,-1.3214372716199774,-1.3214372716199774,-1.3214372716199774,,,,,
Storm,dun-/vanlig bjørk,Orkland,10.07.2023,No,63.3067,9.8502,7.388633461047256,7.388633461047256,7.388633461047256,,,,,
Furustokkjuke,furu,Trondheim,30.05.2023,Yes,63.44,10.4,,,,,,,,
Toppråtesopp,koloradoedelgran,Nordre Land,11.11.1991,Yes,60.834722,10.075278,2.3003835616438346,2.3003835616438346,2.3003835616438346,-1.644273972602741,7.190082191780831,79.17753424657535,,
Målere,dun-/vanlig bjørk,Samnanger,20.06.2019,No,60.402778,5.805556,7.671682242990662,7.671682242990662,7.671682242990662,,,,,
Rotkjuke,europeisk lerk,Stange,25.11.1997,Yes,60.649444,11.366389,,,,,,,,
Heggspinnmøll,hegg,Asker,10.06.2024,No,59.7,10.5,7.132067162124974,7.132067162124974,7.132067162124974,2.7392429724464207,11.62006679654891,74.28539823008849,,
Storm,dun-/vanlig bjørk,Askvoll,15.06.2018,No,61.405833,5.242222,8.307462277091902,8.307462277091902,8.307462277091902,5.16657511672617,11.745372150508102,77.8427397260274,,
"Honningsopper, Visning, avdøing, toppavdøing, skogdød",gran,Tvedestrand,08.08.1991,Yes,58.621944,8.931389,,,,,,,,
Snø,dun-/vanlig bjørk,Vefsn,08.06.2023,No,65.799167,13.250556,4.048656061437195,4.048656061437195,4.048656061437195,-0.1495468277945609,8.499176050535587,79.66648381788261,,
Snø,gran,Trysil,23.05.2019,No,61.31,12.315,-2.79527027027027,-2.79527027027027,-2.79527027027027,-4.934459459459456,-0.2191441441441469,81.55855855855856,,
Tyritoppsopp,furu,Oslo,30.06.1981,Yes,59.911491,10.757933,,,,,,,,
Almesjukesopp,alm,Bærum,10.08.1987,No,59.8904,10.526,5.4578082191780855,5.4578082191780855,5.4578082191780855,2.282794520547945,9.322958904109598,70.61260273972603,,
Snø,gran,Hamar,19.07.2018,No,60.79451,11.0783,5.296952224052714,5.296952224052714,5.296952224052714,0.9827136514983404,9.648668146503896,78.16109589041096,,
Snø,"dun-/vanlig bjørk, furu",Lyngdal,20.05.2022,No,58.133333,7.083333,6.946588089330025,6.946588089330025,6.946588089330025,,,,,
Rødrandkjuke,furu,Stor-Elvdal,06.02.1980,Yes,61.635,10.874167,,,,,,,,
Hjortedyr,furu,Gjerstad,31.05.2023,No,58.8925,8.956667,7.062082191780807,7.062082191780807,7.062082191780807,2.383808219178085,11.857095890410994,78.02794520547945,,
Honningsopper,gran,Bygland,21.09.1978,Yes,58.824444,7.801944,,,,,,,,
Tørke,furu,Lødingen,31.07.2013,No,68.404167,15.571389,5.147068493150678,5.147068493150678,5.147068493150678,3.677528928704741,7.415154908547959,75.62465753424658,,
Snø,dun-/vanlig bjørk,Andøy,22.09.2018,No,69.078889,15.788333,2.232919426048565,2.232919426048565,2.232919426048565,,,,,
Målere,dun-/vanlig bjørk,Engerdal,03.07.2018,No,61.883333,12.033333,1.7098109070978336,1.7098109070978336,1.7098109070978336,-3.69733223322332,6.588586358635845,79.08054794520548,,
Bjørkerust,"bjørk, ukjent art",Åfjord,16.08.2017,No,63.977778,10.385556,6.559205479452055,6.559205479452055,6.559205479452055,3.071698630136985,10.471068493150703,76.27780821917808,,
Målere,dun-/vanlig bjørk,Oppdal,09.09.2021,No,62.566667,9.6,4.796457938013918,4.796457938013918,4.796457938013918,,,,,
"Abiotiske skader, Skader på rot eller stubbe, rotavdøing",gran,Gran,17.10.1988,Yes,60.441111,10.495556,,,,,,,,
Bjørkerust,dun-/vanlig bjørk,Ringebu,17.09.2014,No,61.535556,10.308056,0.1610806363137702,0.1610806363137702,0.1610806363137702,-1.765603644646926,3.69046534331273,81.00054824561404,,
Snø,furu,Fyresdal,21.06.2021,No,59.165833,8.019722,2.3533609958506254,2.3533609958506254,2.3533609958506254,,,,,
Snø,hassel,Porsgrunn,12.05.2016,No,59.1419,9.6568,6.627749576988153,6.627749576988153,6.627749576988153,1.9241862567811927,10.54246947082768,74.52225020990764,,
Snø,dun-/vanlig bjørk,Hole,05.07.2017,No,60.047778,10.291111,-1.3945121951219484,-1.3945121951219484,-1.3945121951219484,,,,,
"Honningsopper, Magnesiummangel",gran,Drangedal,04.03.1991,Yes,59.123333,8.981944,,,,,,,,
Almesjukesopp,alm,Bærum,26.07.1993,No,59.8904,10.526,6.922054794520563,6.922054794520563,6.922054794520563,3.593698630136996,10.95200000000004,70.55561643835617,,
Honningsopper,lauvtrær,Hammerfest,20.08.2022,Yes,70.663331,23.677781,,,,,,,,
Granbarkbille,gran,Drammen,20.08.2018,No,59.745361,10.205969,7.297966474306123,7.297966474306123,7.297966474306123,2.9010260676649966,11.842857142857143,75.59068493150684,,
Storm,gran,Ringerike,09.06.2016,No,60.205281,10.1525,-1.991428571428571,-1.991428571428571,-1.991428571428571,,,,,
Målere,dun-/vanlig bjørk,Tolga,13.07.2017,No,62.401389,11.022222,0.9592233009708736,0.9592233009708736,0.9592233009708736,,,,,
Vanlig granbarrust,gran,Nannestad,15.10.2014,No,60.245556,10.952778,-2.1455128205128204,-2.1455128205128204,-2.1455128205128204,,,,,
Storm,dun-/vanlig bjørk,Etnedal,01.09.2015,No,60.967222,9.653611,1.551712798026856,1.551712798026856,1.551712798026856,,,75.7227397260274,,
Rotkjuke,gran,Åmli,11.09.2012,Yes,58.766111,8.485278,7.129681274900396,7.129681274900396,7.129681274900396,2.036182902584491,12.50238568588468,76.56692913385827,,
"Skader i ved (misfarging, råte)",edelgran,Tysvær,24.09.1980,Yes,59.361667,5.542778,,,,,,,,
Heggspinnmøll,hegg,Nome,07.06.2024,No,59.284722,9.123889,6.001603206412837,6.001603206412837,6.001603206412837,,,,,
Storm,"dun-/vanlig bjørk, gran",Lierne,21.07.2023,No,64.358889,13.642222,2.375269978401728,2.375269978401728,2.375269978401728,-1.3929496402877737,5.962612450521768,81.03381294964029,,
Snø,dun-/vanlig bjørk,Saltdal,03.07.2014,No,66.92,15.56,2.373704268292685,2.373704268292685,2.373704268292685,-1.8695252679938767,6.835604900459414,77.20149253731343,,
Tyritoppsopp,furu,Tynset,08.08.1994,Yes,62.275278,10.8325,,,,,,,,
Hjortedyr,rogn,Vefsn,12.06.2017,No,65.799167,13.250556,4.056342668863259,4.056342668863259,4.056342668863259,0.0597454031117392,8.457057991513443,77.25698630136986,,
Storm,gran,Nord-Odal,27.07.2017,No,60.442222,11.568056,5.326294416243647,5.326294416243647,5.326294416243647,1.1797866937531714,9.867039106145231,80.7342799188641,,
Snø,dun-/vanlig bjørk,Bergen,28.07.2019,No,60.3925,5.323333,7.309477124183011,7.309477124183011,7.309477124183011,,,,,
Snø,furu,Vegårshei,30.08.2013,No,58.775556,8.832222,5.853228476821185,5.853228476821185,5.853228476821185,1.1584372402327532,10.963341645885285,75.40527182866556,,
Gransnutebille,gran,Tønsberg,05.05.2014,No,59.298056,10.423611,0.2585987261146499,0.2585987261146499,0.2585987261146499,,,,,
Vanlig granbarrust,gran,Gausdal,02.10.2015,No,61.276667,9.9225,5.256521739130435,5.256521739130435,5.256521739130435,,,,,
Almesjukesopp,alm,Bærum,27.08.1993,No,59.8904,10.526,6.898794520547958,6.898794520547958,6.898794520547958,3.571726027397271,10.9289863013699,70.64931506849315,,
Storm,gran,Frosta,26.06.2013,No,63.603889,10.774444,5.554836941627845,5.554836941627845,5.554836941627845,2.3926681783824657,9.435085066162571,75.33534246575343,,
Snø,gran,Ringsaker,25.05.2020,No,61.024167,10.801944,5.528085867620748,5.528085867620748,5.528085867620748,,,,,
Snø,furu,Søndre Land,27.09.2021,No,60.676944,10.278889,4.186979166666668,4.186979166666668,4.186979166666668,,,,,
Målere,dun-/vanlig bjørk,Suortá - Sortland,12.07.2013,No,68.695833,15.413056,4.858520900321543,4.858520900321543,4.858520900321543,2.343150684931506,8.171223021582733,74.25,,
Honningsopper,gran,Modum,04.07.2018,Yes,59.9575,9.982778,,,,,,,,
Tyritoppsopp,furu,Lesja,03.08.2016,Yes,62.210556,8.644722,-2.1465384615384586,-2.1465384615384586,-2.1465384615384586,,,,,
"Rotkjuke, Toppråtesopp",gran,Ringerike,01.12.1989,Yes,60.205281,10.1525,,,,,,,,
Storm,dun-/vanlig bjørk,Lødingen,07.07.2022,No,68.404167,15.571389,5.472876712328767,5.472876712328767,5.472876712328767,3.7377353189098073,7.525259904467554,75.16226622662266,,
"Abiotiske skader, Skader på rot eller stubbe, rotavdøing","lønn, ukjent art",Indre Fosen,02.07.1984,Yes,63.676667,10.61,,,,,,,,
Storm,dun-/vanlig bjørk,Tysvær,25.08.2022,No,59.361667,5.542778,8.085434995112417,8.085434995112417,8.085434995112417,,,,,
"Granbarkbille, Honningsopper, Tørke",gran,Nannestad,01.12.2020,Yes,60.245556,10.952778,4.223485415108451,4.223485415108451,4.223485415108451,,,,,
Snø,gran,Nord-Aurdal,14.07.2013,No,60.959722,9.264167,0.9301452452726752,0.9301452452726752,0.9301452452726752,,,76.86684931506849,,
Storm,dun-/vanlig bjørk,Balsfjord,10.08.2021,No,69.304722,19.203611,3.132270408163262,3.132270408163262,3.132270408163262,,,,,
Snø,dun-/vanlig bjørk,Tolga,08.07.2020,No,62.401389,11.022222,1.467171717171717,1.467171717171717,1.467171717171717,,,,,
Honningsopper,gran,Søndre Land,12.10.2022,Yes,60.676944,10.278889,3.5881106533254896,3.5881106533254896,3.5881106533254896,,,,,
Granbarkbille,gran,Snåase - Snåsa,15.08.2023,No,64.24606,12.38298,4.54550684931508,4.54550684931508,4.54550684931508,0.0251587959127308,8.599751449875733,78.93698630136986,,
Honningsopper,"lønn, ukjent art",Oslo,15.07.2008,Yes,59.911491,10.757933,,,,,,,,
Storm,gran,Eidsvoll,08.09.2017,No,60.3475,11.250833,5.687694552529174,5.687694552529174,5.687694552529174,1.5412652068126496,10.2632116788321,80.78717201166181,,
"Honningsopper, Næringsmangel, Tørke",gran,Grimstad,08.08.1991,Yes,58.351944,8.544444,,,,,,,,
Tyritoppsopp,furu,Oslo,13.12.2012,Yes,59.911491,10.757933,,,,,,,,
Snø,dun-/vanlig bjørk,Namsskogan,22.06.2021,No,64.871944,12.976389,4.053740750890654,4.053740750890654,4.053740750890654,-0.2481359649122813,8.264254385964897,78.01205479452055,,
"Bjørkerust, Tørke","bjørk, ukjent art",Lurøy,05.08.2017,No,66.431944,12.855,6.768347492463681,6.768347492463681,6.768347492463681,4.949273773636607,8.7585639901343,74.03506849315069,,
Tørke,dun-/vanlig bjørk,Flå,08.08.2019,No,60.408611,9.484167,5.954794900221711,5.954794900221711,5.954794900221711,1.397276376146786,10.66936316695354,73.64422518862449,,
Granstokkjuke,gran,Alvdal,13.06.1984,Yes,62.109378,10.634422,,,,,,,,
